attack,desc,health,mana,name,rarity
1,"right""><b>전투의 함성:</b> 이번 턴에 죽은 하수인 하나당 +1/+1을 얻습니다.</",1,4,사악한 해골,1
4,"right""><b>죽음의 메아리:</b><br/>상대편의 턴이면, 방어도를 +6 얻습니다.</",3,3,산불의 방어구,3
1,"right"">내가 하수인을 낸 후에,<br/>그 하수인에게<br/>피해를 1 줍니다.</",3,1,살아 움직이는 광전사,1
3,"right""><b>전투의 함성:</b><br/><b>빙결</b> 상태인 적이 있으면,<br/>카드를 1장 뽑습니다.</",4,3,서리 망령,1
2,"right""><b>전투의 함성:</b> '환영 복제' 카드 1장을 내 손으로 가져옵니다.</",6,4,섬뜩한 창조술사,3
4,"right"">내 <b>죽음의 메아리</b> 카드의 비용이 (2) 감소합니다.</",6,5,시체 과부거미,3
1,"right""><b>죽음의 메아리:</b><br/>내 덱에서 이 하수인보다<br/>공격력이 낮은 하수인을<br/>하나 소환합니다.</",4,4,시체 수레,4
3,"right""><b>전투의 함성:</b> 아군 하수인<br/>하나에게 ",3,5,시체생환사,3
3,"right""><b>전투의 함성:</b> 내 덱에 <b>도발</b><br/>하수인이 있으면 <b>도발</b>을 얻습니다.<br/><b>천상의 보호막</b>, <b>생명력 흡수</b>, <b>질풍</b>도<br/>동일하게 얻을 수 있습니다.</",3,4,시체수집가,4
8,"right""><b>전투의 함성:</b><br/>0/1 얼어붙은 용사를<br/>2명 소환합니다.</",8,8,신드라고사,5
3,"right""><b>돌진</b><br/><b>생명력 흡수</b></",2,4,싸늘칼날 용사,1
4,"right"">이 하수인은 피해를 받고 생존할 때마다 무작위 <b>전설</b> 하수인을 하나 소환합니다.</",6,8,썩은얼굴,5
2,"right""><b>전투의 함성:</b> 5/5 해골을 하나 소환합니다. <b>죽음의 메아리:</b> 상대편에게 5/5 해골을 하나 소환해 줍니다.</",2,4,아장아장거리는 해골,4
2,"right""><b>전투의 함성:</b> 아군 하수인 하나에게 공격력을<br/>+1 부여합니다.</",1,1,아케루스 정예병,1
4,"right"">내 턴이 끝날 때,<br/>모든 적 하수인에게<br/>피해를 1 줍니다.</",5,5,악랄한 공포의 군주,3
2,"right"">내 턴이 끝날 때, 다른 무작위 아군 하수인 하나에게 +1/+1을 부여합니다.</",2,2,암흑의 승천자,1
3,"right""><b>죽음의 메아리:</b><br/>무작위 <b>죽음의 메아리</b> 하수인 하나를 내 손으로 가져옵니다.</",1,3,얕은 무덤 도굴꾼,3
2,"right""><b>전투의 함성:</b> 적 하나를 <b>빙결</b> 상태로 만듭니다.</",2,2,얼록,1
1,"right"">내 영웅 능력이 대상을 <b>빙결</b> 상태로도 만듭니다.</",3,2,얼음방랑자,3
4,"right""><b>전투의 함성:</b><br/>두 플레이어의 손과 덱에<br/>있는 비용이 1인 주문을<br/>모두 파괴합니다.</",6,6,엄습하는 외눈깨비,4
2,"right""><b>연계:</b> 아군 하수인 하나에게 <b>독성</b>을 부여합니다.</",3,3,역병 과학자,1
5,"right""><b>죽음의 메아리:</b> 상대편의 턴이면, 2/2 구울을 하나 소환합니다.</",2,4,오만한 성전사,3
6,"right""><b>전투의 함성:</b> 내 손에 있는 모든 무기를 버리고 그 무기의 능력치를 얻습니다.</",6,6,용광로화염 거수,4
5,"right""><b>죽음의 메아리 (비밀) 선택 ",3,5,운명술사,4
3,"right"">이 하수인이 피해를<br/>받을 때마다 무작위로<br/>카드를 1장 버립니다.</",6,3,울부짖는 마귀,1
2,"right""><b>전투의 함성:</b> 내 덱에서 <b>천상의 보호막</b> 하수인을 하나 뽑습니다.</",2,3,울부짖는 사령관,3
5,"right""><b>연계:</b> 이번 턴에<br/>앞서 낸 카드의 수만큼 피해를 줍니다.</",5,6,유령 강탈자,4
3,"right""><b>전투의 함성:</b><br/>내 무기의 능력치를 얻습니다.</",3,4,유령 약탈자,3
2,"right""><b>전투의 함성:</b><br/>1/1 해골을 둘 소환합니다.</",4,4,음산한 강령술사,1
2,"right"">두 플레이어 모두<br/>영웅 능력을 사용할 수 없습니다.</",5,3,정신파괴자,3
1,"right""><b>도발</b><br/><b>천상의 보호막</b></",1,1,정의로운 수호자,1
4,"right""><b>주문 공격력 +2</b></",4,6,주문직공,1
3,"right""><b>전투의 함성:</b> 내 손에 있는 무작위 <b>생명력 흡수</b> 하수인 하나에게 +2/+2를 부여합니다.</",3,4,죽음도끼 응징자,4
1,"right""><b>생명력 흡수</b></",1,1,죽음비늘 기사,1
2,"right""><b>전투의 함성:</b> 이번 턴에 아군 하수인 하나에게 <b>면역</b>을 부여합니다.</",4,3,죽음예언자,1
3,"right""><b>전투의 함성:</b> 피해를 받은 하수인 하나당 +1/+1을 얻습니다.</",3,5,죽음의 망령,3
1,"right""><b>도발</b><br/>내 하수인이 소환된 후에,<br/>생명력을 +1 얻습니다.</",6,3,지하군주,1
5,"right""><b>죽음의 메아리:</b><br/>내 하수인들에게<br/>피해를 5 줍니다.</",6,4,째깍거리는 누더기골렘,3
1,"right""><b>천상의 보호막</b><br/><b>주문 공격력 +1</b></",1,2,타락한 광신도,1
2,"right""><b>전투의 함성:</b><br/>아군 하수인 하나에게<br/>+1/+1을 부여합니다.</",1,2,타락한 태양 성직자,1
5,"right""><b>전투의 함성:</b> 양옆의 하수인들에게 생명력을 +2 부여합니다.</",4,5,태양의 자식 발키르,1
5,"right"">내가 카드를 낼 때마다<br/>내 다음 카드 3장을 없앱니다.</",5,4,통곡하는 밴시,3
2,"right""><b>전투의 함성:</b><br/>아군 하수인 하나에게 <b>주문 공격력 +1</b>을 부여합니다.</",3,2,투스카르 낚시꾼,1
2,"right""><b>전투의 함성:</b><br/>내 <b>도발</b> 하수인들에게<br/>+2/+2를 부여합니다.</",3,4,튼튼껍질 청소부,3
3,"right"">상대편의 주문의 비용이<br/>(1) 증가합니다.</",2,3,파멸의 수습생,3
2,"right""><b>죽음의 메아리:</b><br/>모든 적 하수인에게 피해를 2 줍니다.</",1,4,폭발하는 팽창박쥐,3
5,"right"">내 턴이 끝날 때,<br/>다른 무작위 아군 하수인 하나에게 공격력을 +3 부여합니다.</",5,5,푸른비늘혈족 맹독전사,1
4,"right""><b>생명력 흡수</b></",4,5,피구더기,1
1,"right""><b>생명력 흡수</b><br/>이번 게임에서 내가 버린<br/>카드 하나당 공격력을<br/>+1 얻습니다.</",6,5,피의 여왕 라나텔,5
1,"right""><b>전투의 함성:</b> 아군<br/>하수인 하나를 처치하고<br/>+2/+2를 얻습니다.</",1,1,핏빛 하객,1
3,"right""><b>죽음의 메아리:</b><br/>이번 게임에서 죽은<br/>내 <b>도발</b> 하수인들을 소환합니다.</",7,9,하드로녹스,5
6,"right""><b>죽음의 메아리:</b><br/>무작위 용족 하나를<br/>내 손으로 가져옵니다.</",5,6,해골 비룡,3
5,"right""><b>전투의 함성:</b> 아군 하수인 하나에게 +4/+4와 <b>도발</b>을 부여합니다.</",5,7,해골마,1
2,"right""><b>죽음의 메아리:</b><br/>상대편의 턴이면,<br/>8/8 해골을 하나 소환합니다.</",2,5,해골술사,1
3,"right"">이번 턴에 내 영웅의 생명력이 회복되었으면, 비용이 (0)이 됩니다.</",3,3,행복한 구울,3
1,"right"">이 하수인은 공격할 때마다 적 영웅에게 피해를 2 줍니다.</",1,1,흉측한 농사꾼,1
4,"right""><b>도발</b>, <b>생명력 흡수</b><br/><b>죽음의 메아리:</b><br/>무작위 적 하수인<br/>하나를 처치합니다.</",8,9,흑요석 석상,4
4,"right""><b>전투의 함성:</b><br/>내 다른 하수인들을<br/><b>빙결</b> 상태로 만듭니다.</",4,3,힐드니르 서리기수,1
