attack,desc,health,mana,name,rarity
2,"right""><b>모든</b> 하수인의 비용이<br/>(1) 증가합니다.</",2,2,마나 망령,3
1,"right"">내가 주문을 시전할 때마다<br/>이번 턴에 공격력을<br/>+2 얻습니다.</",3,2,마나 중독자,3
1,"right"">내가 주문을 시전할 때마다 공격력을<br/>+1 얻습니다.</",3,1,마나 지룡,1
0,"right"">내 턴이 끝날 때,<br/>카드를 1장 뽑습니다.</",3,3,마나 해일 토템,3
3,"right"">내 주문의 비용이<br/>(1) 감소합니다.</",2,2,마술사의 수습생,1
4,"right""><b>주문 공격력 +5</b></",12,9,말리고스,5
3,"right""><b>질풍</b><br/><b>과부하:</b> (2)</",1,1,먼지 악령,1
2,"right""><b>전투의 함성:</b><br/>1/1 멀록 정찰병을<br/>1마리 소환합니다.</",1,2,멀록 바다사냥꾼,2
2,"right""> </",1,1,멀록 약탈꾼,2
3,"right"">내 다른 멀록들이 +2/+1을 얻습니다.</",3,3,멀록 전투대장,4
1,"right"">내가 멀록을 소환할 때마다 공격력을<br/>+1 얻습니다.</",2,1,멀록 파도술사,3
1,"right""><b>도발</b></",7,4,모구샨 감시자,1
5,"right""><b>돌진</b></",2,6,못 말리는 로켓병,2
3,"right""><b>전투의 함성:</b><br/>아군 하수인 하나에게<br/>+1/+1을 부여합니다.</",2,3,무너진 태양 성직자,2
5,"right""><b>도발</b></",4,5,무법항 경호원,2
3,"right""><b>도발</b></",3,3,무쇠가죽 불곰,2
8,"right""><b>도발</b></",8,8,무쇠껍질 수호정령,2
2,"right""><b>전투의 함성:</b> 하수인 하나를 <b>침묵</b>시킵니다.</",1,3,무쇠부리 올빼미,1
3,"right"">이 하수인에게 피해를 받은 캐릭터는 <b>빙결</b> 상태가 됩니다.</",6,4,물의 정령,2
2,"right""> </",3,2,민물악어,2
4,"right""><b>은신</b></",2,3,밀림 표범,1
5,"right""><b>전투의 함성:</b> 상대편에게 바나나를 2개 줍니다.</",5,3,밀림의 왕 무클라,5
4,"right""><b>전투의 함성:</b><br/>다음 턴에 상대편이 시전하는 주문의 비용이 (0)이 됩니다.</",4,2,밀하우스 마나스톰,5
8,"right"">전장의 다른 하수인 하나당 비용이 (1)씩 감소합니다.</",8,10,바다 거인,4
3,"right""><b>전투의 함성:</b><br/>아군 하수인 하나에게<br/><b>질풍</b>을 부여합니다.</",3,4,바람예언자,2
3,"right""><b>질풍, 돌진,<br/>도발, 천상의 보호막</b></",5,8,바람의 군주 알아키르,5
4,"right""><b>선택 ",4,5,발톱의 드루이드,1
1,"right"">아군 하수인이 피해를 받을 때마다 방어도를 +1 얻습니다.</",4,2,방어구 제작자,3
0,"right""><b>도발</b></",4,1,방패병,1
3,"right"">내가 주문을 시전할 때마다 1/1 보랏빛 수습생을 1명 소환합니다.</",5,4,보랏빛 여교사,3
2,"right""><b>전투의 함성:</b><br/>생명력을 2 회복시킵니다.</",1,1,부두교 의술사,2
4,"right""><b>전투의 함성:</b> 자신에게 피해를 4 줍니다.</",7,3,부상당한 검귀,2
1,"right"">하수인이 치유될 때마다 카드를 1장 뽑습니다.</",3,1,북녘골 성직자,2
0,"right"">양옆의 하수인들이 공격력을 +2 얻습니다.</",3,2,불꽃의 토템,2
6,"right""><b>전투의 함성:</b><br/>피해를 3 줍니다.</",5,6,불의 정령,2
3,"right""> </",2,2,붉은늪지랩터,2
3,"right""><b>천상의 보호막</b></",1,3,붉은십자군 성전사,1
1,"right""><b>전투의 함성:</b><br/>상대편의 무기 내구도를 1 감소시킵니다.</",2,1,붉은해적단 바다사냥꾼,3
2,"right""><b>전투의 함성:</b><br/>내 무기의 공격력만큼<br/>공격력을 얻습니다.</",3,2,붉은해적단 약탈자,1
4,"right""><b>전투의 함성:</b> 공격력이<br/>2 이하인 적 하수인<br/>하나를 가져옵니다.</",5,6,비밀결사단 어둠사제,4
1,"right"">각 플레이어가 <b>비밀</b>을<br/>낼 때마다 +1/+1을 얻습니다.</",2,1,비밀지기,3
4,"right""><b>전투의 함성:</b> 상대편에게 마나 수정을 1개 줍니다.</",4,3,비전 골렘,3
0,"right"">내 턴이 시작될 때,<br/>피해를 받은 아군 캐릭터 하나의 생명력을 3 회복시킵니다.</",5,2,빛샘,3
1,"right"">캐릭터가 치유될 때마다 공격력을 +2 얻습니다.</",2,1,빛의 감시자,3
0,"right"">이 하수인의 공격력은 항상 생명력과 같습니다.</",5,4,빛의 정령,1
4,"right""><b>전투의 함성:</b> 아군 야수 1마리에게 +2/+2와 <b>도발</b>을 부여합니다.</",3,4,사냥개조련사,2
6,"right""><b>죽음의 메아리:</b><br/>2/2 하이에나를<br/>2마리 소환합니다.</",5,6,사바나 사자,3
6,"right""><b>전투의 함성:</b> 아군 하수인<br/>하나에게 생명력을<br/>+3 부여합니다.</",6,6,사원 집행자,1
3,"right""><b>전투의 함성:</b> 상대편의 무기를 파괴합니다.</",2,2,산성 늪수액괴물,2
8,"right"">내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다.</",8,12,산악 거인,4
2,"right""><b>도발</b></",2,2,서리늑대 그런트,2
4,"right""><b>전투의 함성:</b> 전장의 다른 아군 하수인 하나당 +1/+1을 얻습니다.</",4,5,서리늑대 전쟁군주,2
4,"right""> </",5,4,서리바람 설인,2
4,"right""><b>전투의 함성:</b> 무작위로 카드를 1장 버립니다.</",3,2,서큐버스,2
5,"right""><b>전투의 함성:</b> 내 무기에 +1/+1을 부여합니다.</",4,5,선장 그린스킨,5
4,"right""><b>질풍</b></",5,6,성난바람 하피,1
1,"right"">내 다른 멀록들이 공격력을 +1 얻습니다.</",1,1,성난비늘 수련사,2
2,"right""><b>전투의 함성:</b><br/>양옆의 하수인들에게<br/><b>도발</b>을 부여합니다.</",3,2,성난태양 파수병,3
5,"right""><b>선택 ",8,9,세나리우스,5
3,"right""><b>도발</b></",5,4,센진 방패대가,2
0,"right"">내 하수인들의 비용이 (2) 감소합니다. 단, (1)보다 낮아지진 않습니다.</",4,4,소환의 문,1
2,"right"">내가 <b>과부하</b> 카드를 낼 때마다 +1/+1을 얻습니다.</",4,3,속박 풀린 정령,1
3,"right""><b>도발</b></",6,5,수렁이끼괴물,1
3,"right""><b>전투의 함성:</b> 다른 무작위 하수인 하나를 5/5 데빌사우루스 또는 1/1 다람쥐로 변신시킵니다.</",3,3,수석땜장이 오버스파크,5
8,"right""><b>돌진</b></",8,9,왕 크루쉬,5
5,"right""><b>전투의 함성:</b><br/>내 영웅의 생명력을<br/>6 회복시킵니다.</",6,7,왕의 수호자,2
3,"right"">이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.</",2,2,요정용,1
8,"right"">내 영웅이 받은 피해 1당 비용이 (1)씩 감소합니다.</",8,25,용암 거인,4
5,"right""> </",1,3,용암 광전사,2
4,"right""><b>격노:</b> 내 무기의 공격력이 +2 증가합니다.</",6,5,원한 맺힌 대장장이,2
1,"right""> </",1,0,위습,2
4,"right""><b>전투의 함성:</b> 내 다음 턴까지 아군 하수인 하나에게 <b>은신</b>을 부여합니다.</",4,4,위장의 대가,3
4,"right""><b>전투의 함성:</b> 2/2 종자를 1명 소환합니다.</",4,5,은빛 성기사단 기사,2
4,"right""><b>돌진</b><br/><b>천상의 보호막</b></",2,6,은빛십자군 부대장,3
1,"right""><b>천상의 보호막</b></",1,1,은빛십자군 종자,1
1,"right""><b>도발</b></",4,3,은빛털고릴라 우두머리,2
4,"right"">내 다른 하수인이 죽을 때마다 카드를 1장 뽑습니다.</",2,4,이교도 지도자,1
4,"right"">내 턴이 끝날 때,<br/><b>꿈 카드</b> 1장을 내 손으로 가져옵니다.</",12,9,이세라,5
7,"right"">내가 카드를 낼 때마다 2/1 아지노스의 불꽃을 하나 소환합니다.</",5,6,일리단 스톰레이지,5
1,"right"">내 턴이 끝날 때, 피해를<br/>1 받고 1/1 임프를<br/>하나 소환합니다.</",5,3,임프 소환사,3
2,"right"">내 턴마다 처음 내는 하수인은 비용이<br/>(1) 감소합니다.</",2,2,자그마한 소환사,3
2,"right""><b>전투의 함성:</b> 하수인 하나에게 피해를 1 주고 공격력을 +2 부여합니다.</",2,2,잔인한 감독관,1
2,"right""><b>죽음의 메아리:</b><br/>카드를 1장 뽑습니다.</",1,2,전리품 수집가,1
0,"right"">각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 추가합니다.</",4,2,전승지기 초,5
7,"right""> </",7,7,전쟁 골렘,2
2,"right"">내 <b>돌진</b> 하수인들이<br/>공격력을 +1 얻습니다.</",3,3,전쟁노래 사령관,2
5,"right""><b>선택 ",5,7,전쟁의 고대정령,4
3,"right""><b>전투의 함성:</b> 전장의 아군 하수인 하나를 내 손으로 다시 가져옵니다.</",2,2,젊은 양조사,1
2,"right"">내 턴이 끝날 때, 다른 무작위 아군 하수인 하나에게 생명력을 +1 부여합니다.</",1,1,젊은 여사제,3
3,"right""><b>전투의 함성:</b> 다른 <b>모든</b> 캐릭터에게 3의 피해를 무작위로 나누어 입힙니다.</",2,2,정신 나간 폭격수,1
3,"right""><b>전투의 함성:</b> 전장에 상대편 하수인이 넷 이상 있으면, 무작위 적 하수인 하나를 가져옵니다.</",3,3,정신 지배 기술자,3
4,"right""><b>전투의 함성:</b> 하수인 하나를 <b>침묵</b>시킵니다.</",3,4,주문파괴자,1
5,"right""><b>선택 ",5,7,지식의 고대정령,4
3,"right""><b>도발</b>, <b>전투의 함성:</b><br/>내 마나 수정을 1개 파괴합니다.</",5,3,지옥수호병,3
5,"right""><b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다.</",6,4,지옥의 군주,4
2,"right"">아군 야수가 죽을 때마다 +2/+1을 얻습니다.</",2,2,청소부 하이에나,1
1,"right""><b>은신</b><br/><b>독성</b></",1,2,침착한 암살자,4
4,"right""><b>죽음의 메아리:</b><br/>4/5 바인 블러드후프를 소환합니다.</",5,6,케른 블러드후프,5
4,"right""><b>돌진</b></",3,4,코르크론 정예병,2
2,"right""><b>주문 공격력 +1</b></",2,2,코볼트 흙점쟁이,2
2,"right"">내가 카드를 낼 때마다 +1/+1을 얻습니다.</",2,3,퀘스트 중인 모험가,3
4,"right""><b>전투의 함성:</b> 이번 턴에 내는 내 다음 <b>비밀</b>의 비용이 (0)이 됩니다.</",3,3,키린 토 마법사,3
2,"right""><b>도발</b><br/><b>격노:</b> 공격력 +3</",3,3,타우렌 전사,1
4,"right""><b>도발</b><br/><b>천상의 보호막</b></",5,6,태양길잡이,3
6,"right""><b>도발</b></",5,6,투기장의 제왕,2
7,"right"">내 하수인들의 비용이<br/>(3) 증가합니다.</",6,5,투자개발회사 용병,2
2,"right"">내 야수들이<br/><b>돌진</b>을 얻습니다.</",5,5,툰드라 코뿔소,2
6,"right""><b>천상의 보호막</b>, <b>도발</b>,<br/><b>죽음의 메아리:</b> 5/3 파멸의 인도자를 장착합니다.</",6,8,티리온 폴드링,5
1,"right"">내 턴이 시작될 때,<br/>무작위 적 하나에게 피해를 2 줍니다.</",4,3,파괴전차,3
5,"right""><b>돌진</b>, <b>전투의 함성:</b> 무작위로 카드를<br/>2장 버립니다.</",7,5,파멸수호병,3
0,"right"">내 턴이 시작될 때, <b>모든</b> 하수인을 처치합니다.</",7,2,파멸의 예언자,4
2,"right""><b>돌진</b></",1,2,푸른아가미 전사,2
1,"right""><b>전투의 함성:</b><br/>카드를 1장 뽑습니다.</",1,2,풋내기 기술자,2
0,"right""><b>은신</b>, 내 턴이 끝날 때, 다른<br/>무작위 아군 하수인 하나에게<br/>생명력을 +1 부여합니다.</",1,1,피의 임프,1
5,"right""><b>전투의 함성:</b> 상대편의 무기를 파괴하고 그 무기의 내구도만큼 카드를 뽑습니다.</",4,5,해리슨 존스,5
2,"right""><b>죽음의 메아리:</b><br/>2/1 손상된 골렘을<br/>하나 소환합니다.</",3,3,허수아비골렘,1
3,"right""><b>전투의 함성:</b> <b>모든</b> 하수인의 <b>천상의 보호막</b>을 흡수하여 보호막 하나당 +3/+3을 얻습니다.</",3,3,혈기사,4
1,"right""><b>주문 공격력 +1</b><br/><b>죽음의 메아리:</b><br/>카드를 1장 뽑습니다.</",1,2,혈법사 탈노스,5
1,"right""><b>격노:</b> 공격력 +5</",1,1,화난 닭,3
3,"right""><b>전투의 함성:</b> 내 영웅에게 피해를 3 줍니다.</",2,1,화염 임프,1
1,"right""><b>도발</b></",2,1,황금골 보병,2
2,"right""><b>독성</b></",3,3,황제 코브라,3
4,"right""><b>전투의 함성:</b><br/>내 손에 있는 카드 1장당<br/>생명력을 +1 얻습니다.</",1,4,황혼의 비룡,3
1,"right"">내 다른 야수들이 공격력을 +1 얻습니다.</",1,1,회갈색 늑대,2
3,"right""><b>격노:</b> <b>질풍</b>, 공격력 +1</",3,3,흉포한 늑대인간,1
4,"right""><b>전투의 함성:</b><br/>적 <b>도발</b> 하수인 하나를 처치합니다.</",5,6,흑기사,5
