,Unnamed: 0,attack,health,mana,name,rarity,desc_cut,격노,과부하,도발,독성,돌진,생명력흡수,선택,연계,은신,적응,주문공격력,질풍,천상의보호막,침묵
46,46,5,7,7,대마법사 안토니다스,5,내가 주문을 시전할 때마다'화염구' 카드 1장을내 손으로 가져옵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,47,3,3,3,대지 고리회 선견자,2,전투의 함성:생명력을 3 회복시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,48,7,8,5,대지의 정령,4,도발과부하: (3),0,1,1,0,0,0,0,0,0,0,0,0,0,0
49,49,12,12,10,데스윙,5,전투의 함성: 전장의 다른모든 하수인을 처치하고내 손에 있는 카드를모두 버립니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50,2,2,2,데피아즈단 두목,1,연계: 21 데피아즈단 무법자를 1명 소환합니다.,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,51,1,1,1,돌엄니멧돼지,2,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,52,6,7,6,돌주먹 오우거,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,4,4,6,들창코,5,"내 턴이 끝날 때, 도발 능력이 있는 22 놀을 1마리 소환합니다.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,54,7,5,7,라벤홀트 암살자,3,은신,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,55,6,2,5,리로이 젠킨스,5,돌진전투의 함성: 상대편에게 11 새끼용을 둘 소환해 줍니다.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,56,2,2,2,마나 망령,3,모든 하수인의 비용이(1) 증가합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,57,1,3,2,마나 중독자,3,내가 주문을 시전할 때마다이번 턴에 공격력을+2 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,58,1,3,1,마나 지룡,1,내가 주문을 시전할 때마다 공격력을+1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,0,3,3,마나 해일 토템,3,"내 턴이 끝날 때,카드를 1장 뽑습니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,3,2,2,마술사의 수습생,1,내 주문의 비용이(1) 감소합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,4,12,9,말리고스,5,주문 공격력 +5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,62,3,1,1,먼지 악령,1,질풍과부하: (2),0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,63,2,1,2,멀록 바다사냥꾼,2,전투의 함성:11 멀록 정찰병을1마리 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,64,2,1,1,멀록 약탈꾼,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,65,3,3,3,멀록 전투대장,4,내 다른 멀록들이 +2+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,1,2,1,멀록 파도술사,3,내가 멀록을 소환할 때마다 공격력을+1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,1,7,4,모구샨 감시자,1,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,68,5,2,6,못 말리는 로켓병,2,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,69,3,2,3,무너진 태양 성직자,2,전투의 함성:아군 하수인 하나에게+1+1을 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,70,5,4,5,무법항 경호원,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,71,3,3,3,무쇠가죽 불곰,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,72,8,8,8,무쇠껍질 수호정령,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,73,2,1,3,무쇠부리 올빼미,1,전투의 함성: 하수인 하나를 침묵시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,74,3,6,4,물의 정령,2,이 하수인에게 피해를 받은 캐릭터는 빙결 상태가 됩니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,2,3,2,민물악어,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,4,2,3,밀림 표범,1,은신,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,77,5,5,3,밀림의 왕 무클라,5,전투의 함성: 상대편에게 바나나를 2개 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,78,4,4,2,밀하우스 마나스톰,5,전투의 함성:다음 턴에 상대편이 시전하는 주문의 비용이 (0)이 됩니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,8,8,10,바다 거인,4,전장의 다른 하수인 하나당 비용이 (1)씩 감소합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,3,3,4,바람예언자,2,전투의 함성:아군 하수인 하나에게질풍을 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,81,3,5,8,바람의 군주 알아키르,5,"질풍, 돌진,도발, 천상의 보호막",0,0,1,0,1,0,0,0,0,0,0,1,1,0
82,82,4,4,5,발톱의 드루이드,1,선택 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,83,1,4,2,방어구 제작자,3,아군 하수인이 피해를 받을 때마다 방어도를 +1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,0,4,1,방패병,1,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,85,3,5,4,보랏빛 여교사,3,내가 주문을 시전할 때마다 11 보랏빛 수습생을 1명 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,86,2,1,1,부두교 의술사,2,전투의 함성:생명력을 2 회복시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,4,7,3,부상당한 검귀,2,전투의 함성: 자신에게 피해를 4 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,88,1,3,1,북녘골 성직자,2,하수인이 치유될 때마다 카드를 1장 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,89,0,3,2,불꽃의 토템,2,양옆의 하수인들이 공격력을 +2 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,6,5,6,불의 정령,2,전투의 함성:피해를 3 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,3,2,2,붉은늪지랩터,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,3,1,3,붉은십자군 성전사,1,천상의 보호막,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,93,1,2,1,붉은해적단 바다사냥꾼,3,전투의 함성:상대편의 무기 내구도를 1 감소시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,2,3,2,붉은해적단 약탈자,1,전투의 함성:내 무기의 공격력만큼공격력을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,4,5,6,비밀결사단 어둠사제,4,전투의 함성: 공격력이2 이하인 적 하수인하나를 가져옵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,1,2,1,비밀지기,3,각 플레이어가 비밀을낼 때마다 +1+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,4,4,3,비전 골렘,3,전투의 함성: 상대편에게 마나 수정을 1개 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,5,2,빛샘,3,"내 턴이 시작될 때,피해를 받은 아군 캐릭터 하나의 생명력을 3 회복시킵니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,1,2,1,빛의 감시자,3,캐릭터가 치유될 때마다 공격력을 +2 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0,5,4,빛의 정령,1,이 하수인의 공격력은 항상 생명력과 같습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,4,3,4,사냥개조련사,2,전투의 함성: 아군 야수 1마리에게 +2+2와 도발을 부여합니다.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,102,6,5,6,사바나 사자,3,죽음의 메아리:22 하이에나를2마리 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,6,6,6,사원 집행자,1,전투의 함성: 아군 하수인하나에게 생명력을+3 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,3,2,2,산성 늪수액괴물,2,전투의 함성: 상대편의 무기를 파괴합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,8,8,12,산악 거인,4,내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,2,2,2,서리늑대 그런트,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,107,4,4,5,서리늑대 전쟁군주,2,전투의 함성: 전장의 다른 아군 하수인 하나당 +1+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,4,5,4,서리바람 설인,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,4,3,2,서큐버스,2,전투의 함성: 무작위로 카드를 1장 버립니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,5,4,5,선장 그린스킨,5,전투의 함성: 내 무기에 +1+1을 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,4,5,6,성난바람 하피,1,질풍,0,0,0,0,0,0,0,0,0,0,0,1,0,0
112,112,1,1,1,성난비늘 수련사,2,내 다른 멀록들이 공격력을 +1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,2,3,2,성난태양 파수병,3,전투의 함성:양옆의 하수인들에게도발을 부여합니다.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,114,5,8,9,세나리우스,5,선택 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,115,3,5,4,센진 방패대가,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,116,0,4,4,소환의 문,1,"내 하수인들의 비용이 (2) 감소합니다. 단, (1)보다 낮아지진 않습니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,2,4,3,속박 풀린 정령,1,내가 과부하 카드를 낼 때마다 +1+1을 얻습니다.,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,118,3,6,5,수렁이끼괴물,1,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,119,3,3,3,수석땜장이 오버스파크,5,전투의 함성: 다른 무작위 하수인 하나를 55 데빌사우루스 또는 11 다람쥐로 변신시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,2,2,4,숲의 수호자,3,선택 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,121,2,3,3,스랄마 선견자,1,질풍,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,122,2,5,4,스톰윈드 기사,2,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,123,6,6,7,스톰윈드 용사,2,내 다른 하수인들이 +1+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,4,2,5,스톰파이크 특공대,2,전투의 함성:피해를 2 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,2,3,3,시린빛 예언자,3,전투의 함성: 내 다른멀록들에게 생명력을+2 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,2,2,3,시린빛 점쟁이,3,전투의 함성:각 플레이어가 카드를 2장씩 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,3,3,4,실버문 수호병,1,천상의 보호막,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,128,9,5,7,심장부 사냥개,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,3,3,4,아라시 무기제작자,1,전투의 함성:22 무기를 장착합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,2,3,4,아르거스의 수호자,3,전투의 함성: 양옆의 하수인들에게 +1+1과 도발을 부여합니다.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,131,2,3,2,아마니 광전사,1,격노: 공격력 +3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,2,2,3,아이언포지 소총병,2,전투의 함성:피해를 1 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,3,5,4,아키나이 영혼사제,3,생명력을 회복시키는 내 카드와 능력들이 이제 그만큼의 피해를 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,3,3,3,알도르 평화감시단,3,전투의 함성: 적 하수인 하나의 공격력을 1로 바꿉니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,8,8,9,알렉스트라자,5,전투의 함성: 선택한 영웅의 남은 생명력을 15로 만듭니다.,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136,136,4,4,5,암흑칼날,2,전투의 함성: 적 영웅에게 피해를 3 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,4,5,5,어둠비늘 치유사,2,전투의 함성: 모든 아군 캐릭터의 생명력을2 회복시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,1,1,1,어린 용매,1,질풍,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,139,3,3,5,얼굴 없는 배후자,4,전투의 함성: 선택한 하수인으로 변신합니다.,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,140,2,2,3,에드윈 밴클리프,5,연계: 이번 턴에앞서 낸 카드 1장당+2+2를 얻습니다.,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,141,3,3,4,에테리얼 비전술사,3,"내 턴이 끝날 때 내 영웅에게 비밀이 걸려 있으면, +2+2를 얻습니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,5,4,6,엘룬의 여사제,1,전투의 함성:내 영웅의 생명력을4 회복시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,1,1,1,엘프 궁수,2,전투의 함성:피해를 1 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,2,2,2,여명회 파수병,1,전투의 함성:아군 하수인 하나에게천상의 보호막을부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,145,7,7,7,예언자 벨렌,5,내 주문과 영웅 능력의 피해량과 치유량을 2배 증가시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,8,8,9,오닉시아,5,전투의 함성: 내 하수인을 소환할 공간이 다 찰 때까지 11 새끼용을 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,2,7,4,오아시스 무쇠턱거북,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,1,1,1,오염된 노움,1,죽음의 메아리:적 영웅에게피해를 2 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,4,4,4,오우거 마법사,2,주문 공격력 +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,8,8,9,왕 크루쉬,5,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,151,5,6,7,왕의 수호자,2,전투의 함성:내 영웅의 생명력을6 회복시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,3,2,2,요정용,1,이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,8,8,25,용암 거인,4,내 영웅이 받은 피해 1당 비용이 (1)씩 감소합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,5,1,3,용암 광전사,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,4,6,5,원한 맺힌 대장장이,2,격노: 내 무기의 공격력이 +2 증가합니다.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,1,1,0,위습,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,4,4,4,위장의 대가,3,전투의 함성: 내 다음 턴까지 아군 하수인 하나에게 은신을 부여합니다.,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,158,4,4,5,은빛 성기사단 기사,2,전투의 함성: 22 종자를 1명 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,4,2,6,은빛십자군 부대장,3,돌진천상의 보호막,0,0,0,0,1,0,0,0,0,0,0,0,1,0
160,160,1,1,1,은빛십자군 종자,1,천상의 보호막,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,161,1,4,3,은빛털고릴라 우두머리,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,162,4,2,4,이교도 지도자,1,내 다른 하수인이 죽을 때마다 카드를 1장 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,4,12,9,이세라,5,"내 턴이 끝날 때,꿈 카드 1장을 내 손으로 가져옵니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,7,5,6,일리단 스톰레이지,5,내가 카드를 낼 때마다 21 아지노스의 불꽃을 하나 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,1,5,3,임프 소환사,3,"내 턴이 끝날 때, 피해를1 받고 11 임프를하나 소환합니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,2,2,2,자그마한 소환사,3,내 턴마다 처음 내는 하수인은 비용이(1) 감소합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,2,2,2,잔인한 감독관,1,전투의 함성: 하수인 하나에게 피해를 1 주고 공격력을 +2 부여합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,2,1,2,전리품 수집가,1,죽음의 메아리:카드를 1장 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,0,4,2,전승지기 초,5,각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 추가합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,7,7,7,전쟁 골렘,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,2,3,3,전쟁노래 사령관,2,내 돌진 하수인들이공격력을 +1 얻습니다.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,172,5,5,7,전쟁의 고대정령,4,선택 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,173,3,2,2,젊은 양조사,1,전투의 함성: 전장의 아군 하수인 하나를 내 손으로 다시 가져옵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,2,1,1,젊은 여사제,3,"내 턴이 끝날 때, 다른 무작위 아군 하수인 하나에게 생명력을 +1 부여합니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,3,2,2,정신 나간 폭격수,1,전투의 함성: 다른 모든 캐릭터에게 3의 피해를 무작위로 나누어 입힙니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,3,3,3,정신 지배 기술자,3,"전투의 함성: 전장에 상대편 하수인이 넷 이상 있으면, 무작위 적 하수인 하나를 가져옵니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,4,3,4,주문파괴자,1,전투의 함성: 하수인 하나를 침묵시킵니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,178,5,5,7,지식의 고대정령,4,선택 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,179,3,5,3,지옥수호병,3,"도발, 전투의 함성:내 마나 수정을 1개 파괴합니다.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,180,5,6,4,지옥의 군주,4,전투의 함성: 내 영웅에게 피해를 5 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,2,2,2,청소부 하이에나,1,아군 야수가 죽을 때마다 +2+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,1,1,2,침착한 암살자,4,은신독성,0,0,0,1,0,0,0,0,1,0,0,0,0,0
183,183,4,5,6,케른 블러드후프,5,죽음의 메아리:45 바인 블러드후프를 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,4,3,4,코르크론 정예병,2,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,185,2,2,2,코볼트 흙점쟁이,2,주문 공격력 +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,2,2,3,퀘스트 중인 모험가,3,내가 카드를 낼 때마다 +1+1을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
